0.2,0.06,0.06
0.45,0.275,-0.06
0.45,0.275,0.06
0.35,0.275,0.06
0.45,0.275,-0.06
0.35,0.275,0.06
0.35,0.275,-0.06
0.5,0.06,0.06
0.45,0.275,0.06
0.5,0.06,0.06
0.35,0.275,0.06
0.2,0.06,0.06
0.5,0.06,-0.06
0.45,0.275,-0.06
0.35,0.275,-0.06
0.5,0.06,-0.06
0.35,0.275,-0.06
0.2,0.06,-0.06
0.5,0.06,0.06
0.2,0.06,0.06
0.2,0.06,0.3
0.5,0.06,0.06
0.2,0.06,0.3
0.5,0.06,0.3
0.2,0.06,0.06
0.2,0.06,0.3
0.2,0.08,0.3
0.2,0.06,0.06
0.2,0.08,0.3
0.2,0.08,0.06
0.5,0.06,0.06
0.5,0.06,0.3
0.5,0.08,0.3
0.5,0.06,0.06
0.5,0.08,0.3
0.5,0.08,0.06
0.2,0.06,0.3
0.2,0.08,0.3
0.5,0.08,0.3
0.2,0.06,0.3
0.5,0.08,0.3
0.5,0.06,0.3
0.5,0.08,0.06
0.2,0.08,0.06
0.2,0.08,0.3
0.5,0.08,0.06
0.2,0.08,0.3
0.5,0.08,0.3
0.5,0.06,0.06
0.2,0.06,0.06
0.2,0.06,0.3
0.5,0.06,0.06
0.2,0.06,0.3
0.5,0.06,0.3
0.2,0.06,0.06
0.2,0.06,0.3
0.2,0.08,0.3
0.2,0.06,0.06
0.2,0.08,0.3
0.2,0.08,0.06
0.5,0.06,0.06
0.5,0.06,0.3
0.5,0.08,0.3
0.5,0.06,0.06
0.5,0.08,0.3
0.5,0.08,0.06
0.2,0.06,0.3
0.2,0.08,0.3
0.5,0.08,0.3
0.2,0.06,0.3
0.5,0.08,0.3
0.5,0.06,0.3
0.5,0.08,0.06
0.2,0.08,0.06
0.2,0.08,0.3
0.5,0.08,0.06
0.2,0.08,0.3
0.5,0.08,0.3
0.5,0.06,-0.06
0.2,0.06,-0.06
0.2,0.06,-0.3
0.5,0.06,-0.06
0.2,0.06,-0.3
0.5,0.06,-0.3
0.2,0.06,-0.06
0.2,0.06,-0.3
0.2,0.08,-0.3
0.2,0.06,-0.06
0.2,0.08,-0.3
0.2,0.08,-0.06
0.5,0.06,-0.06
0.5,0.06,-0.3
0.5,0.08,-0.3
0.5,0.06,-0.06
0.5,0.08,-0.3
0.5,0.08,-0.06
0.2,0.06,-0.3
0.2,0.08,-0.3
0.5,0.08,-0.3
0.2,0.06,-0.3
0.5,0.08,-0.3
0.5,0.06,-0.3
0.5,0.08,-0.06
0.2,0.08,-0.06
0.2,0.08,-0.3
0.5,0.08,-0.06
0.2,0.08,-0.3
0.5,0.08,-0.3
0.5,0.06,-0.06
0.2,0.06,-0.06
0.2,0.06,-0.3
0.5,0.06,-0.06
0.2,0.06,-0.3
0.5,0.06,-0.3
0.2,0.06,-0.06
0.2,0.06,-0.3
0.2,0.08,-0.3
0.2,0.06,-0.06
0.2,0.08,-0.3
0.2,0.08,-0.06
0.5,0.06,-0.06
0.5,0.06,-0.3
0.5,0.08,-0.3
0.5,0.06,-0.06
0.5,0.08,-0.3
0.5,0.08,-0.06
0.2,0.06,-0.3
0.2,0.08,-0.3
0.5,0.08,-0.3
0.2,0.06,-0.3
0.5,0.08,-0.3
0.5,0.06,-0.3
0.5,0.08,-0.06
0.2,0.08,-0.06
0.2,0.08,-0.3
0.5,0.08,-0.06
0.2,0.08,-0.3
0.5,0.08,-0.3
